27,Black,2008,6 year June,1058,657,62.1,585,55.3,89.0,48,4.5,7.3,537,50.8,81.7,72,6.8,11.0,67,6.3,269,25.4,47,4.4,14,1.3
27,Black,2007,6 year June,1090,709,65.0,516,47.3,72.8,62,5.7,8.7,454,41.7,64.0,193,17.7,27.2,38,3.5,290,26.6,29,2.7,21,1.9
27,Black,2006,6 year June,1040,642,61.7,366,35.2,57.0,36,3.5,5.6,330,31.7,51.4,276,26.5,43.0,34,3.3,307,29.5,25,2.4,28,2.7
27,Black,2005,6 year June,1231,698,56.7,348,28.3,49.9,19,1.5,2.7,329,26.7,47.1,350,28.4,50.1,73,5.9,376,30.5,45,3.7,34,2.8
27,Black,2004,6 year June,1204,672,55.8,301,25.0,44.8,26,2.2,3.9,275,22.8,40.9,371,30.8,55.2,84,7.0,354,29.4,65,5.4,27,2.2
27,Black,2003,6 year June,1103,554,50.2,166,15.0,30.0,17,1.5,3.1,149,13.5,26.9,388,35.2,70.0,78,7.1,379,34.4,58,5.3,29,2.6
27,Black,2002,6 year June,1092,584,53.5,147,13.5,25.2,20,1.8,3.4,127,11.6,21.7,438,40.1,75.0,86,7.9,347,31.8,45,4.1,28,2.6
27,Black,2001,6 year June,1110,562,50.6,126,11.4,22.4,18,1.6,3.2,108,9.7,19.2,438,39.5,77.9,62,5.6,405,36.5,71,6.4,10,0.9
27,Hispanic,2012,4 year August,945,617,65.3,564,59.7,91.4,88,9.3,14.3,476,50.4,77.1,53,5.6,8.6,186,19.7,130,13.8,7,0.7,2,0.2
27,Hispanic,2011,4 year August,1018,612,60.1,576,56.6,94.1,98,9.6,16.0,478,47.0,78.1,36,3.5,5.9,249,24.5,148,14.5,6,0.6,1,0.1
27,Hispanic,2010,4 year August,1026,623,60.7,577,56.2,92.6,76,7.4,12.2,501,48.8,80.4,46,4.5,7.4,239,23.3,155,15.1,7,0.7,2,0.2
27,Hispanic,2009,4 year August,997,557,55.9,526,52.8,94.4,79,7.9,14.2,447,44.8,80.3,31,3.1,5.6,261,26.2,163,16.3,7,0.7,9,0.9
27,Hispanic,2008,4 year August,1180,671,56.9,634,53.7,94.5,73,6.2,10.9,561,47.5,83.6,37,3.1,5.5,287,24.3,207,17.5,9,0.8,6,0.5
27,Hispanic,2007,4 year August,1169,698,59.7,548,46.9,78.5,78,6.7,11.2,470,40.2,67.3,150,12.8,21.5,228,19.5,205,17.5,13,1.1,21,1.8
27,Hispanic,2006,4 year August,1065,607,57.0,426,40.0,70.2,49,4.6,8.1,377,35.4,62.1,181,17.0,29.8,230,21.6,189,17.7,13,1.2,26,2.4
27,Hispanic,2005,4 year August,1078,496,46.0,265,24.6,53.4,28,2.6,5.6,237,22.0,47.8,231,21.4,46.6,268,24.9,248,23.0,9,0.8,57,5.3
27,Hispanic,2012,4 year June,945,589,62.3,543,57.5,92.2,87,9.2,14.8,456,48.3,77.4,46,4.9,7.8,214,22.6,130,13.8,7,0.7,2,0.2
27,Hispanic,2011,4 year June,1018,577,56.7,546,53.6,94.6,98,9.6,17.0,448,44.0,77.6,31,3.0,5.4,284,27.9,148,14.5,6,0.6,1,0.1
27,Hispanic,2010,4 year June,1026,586,57.1,546,53.2,93.2,75,7.3,12.8,471,45.9,80.4,40,3.9,6.8,276,26.9,155,15.1,7,0.7,2,0.2
27,Hispanic,2009,4 year June,997,503,50.5,478,47.9,95.0,78,7.8,15.5,400,40.1,79.5,25,2.5,5.0,313,31.4,163,16.3,9,0.9,9,0.9
27,Hispanic,2008,4 year June,1180,607,51.4,578,49.0,95.2,72,6.1,11.9,506,42.9,83.4,29,2.5,4.8,346,29.3,211,17.9,10,0.8,6,0.5
27,Hispanic,2007,4 year June,1169,634,54.2,516,44.1,81.4,78,6.7,12.3,438,37.5,69.1,118,10.1,18.6,290,24.8,208,17.8,13,1.1,21,1.8
27,Hispanic,2006,4 year June,1065,554,52.0,402,37.7,72.6,49,4.6,8.8,353,33.1,63.7,152,14.3,27.4,283,26.6,189,17.7,13,1.2,26,2.4
27,Hispanic,2005,4 year June,1078,458,42.5,253,23.5,55.2,28,2.6,6.1,225,20.9,49.1,205,19.0,44.8,306,28.4,248,23.0,9,0.8,57,5.3
27,Hispanic,2004,4 year June,951,385,40.5,238,25.0,61.8,42,4.4,10.9,196,20.6,50.9,147,15.5,38.2,348,36.6,198,20.8,16,1.7,4,0.4
27,Hispanic,2003,4 year June,891,352,39.5,161,18.1,45.7,30,3.4,8.5,131,14.7,37.2,191,21.4,54.3,342,38.4,179,20.1,10,1.1,8,0.9
27,Hispanic,2002,4 year June,844,359,42.5,171,20.3,47.6,35,4.1,9.7,136,16.1,37.9,188,22.3,52.4,298,35.3,153,18.1,17,2.0,16,1.9
27,Hispanic,2001,4 year June,817,311,38.1,128,15.7,41.2,24,2.9,7.7,104,12.7,33.4,184,22.5,59.2,300,36.7,174,21.3,26,3.2,5,0.6
27,Hispanic,2011,5 year August,998,676,67.7,627,62.8,92.8,98,9.8,14.5,529,53.0,78.3,49,4.9,7.2,82,8.2,218,21.8,14,1.4,5,0.5
27,Hispanic,2010,5 year August,1032,695,67.3,638,61.8,91.8,76,7.4,10.9,562,54.5,80.9,57,5.5,8.2,94,9.1,223,21.6,18,1.7,2,0.2
27,Hispanic,2009,5 year August,988,635,64.3,594,60.1,93.5,79,8.0,12.4,515,52.1,81.1,41,4.1,6.5,99,10.0,235,23.8,10,1.0,9,0.9
27,Hispanic,2008,5 year August,1162,753,64.8,705,60.7,93.6,74,6.4,9.8,631,54.3,83.8,48,4.1,6.4,99,8.5,279,24.0,23,2.0,8,0.7
27,Hispanic,2007,5 year August,1169,772,66.0,589,50.4,76.3,78,6.7,10.1,511,43.7,66.2,183,15.7,23.7,58,5.0,282,24.1,33,2.8,24,2.1
27,Hispanic,2006,5 year August,1095,668,61.0,458,41.8,68.6,49,4.5,7.3,409,37.4,61.2,210,19.2,31.4,82,7.5,293,26.8,30,2.7,21,1.9
27,Hispanic,2011,5 year June,998,667,66.8,620,62.1,93.0,98,9.8,14.7,522,52.3,78.3,47,4.7,7.0,91,9.1,218,21.8,14,1.4,5,0.5
27,Hispanic,2010,5 year June,1032,689,66.8,632,61.2,91.7,76,7.4,11.0,556,53.9,80.7,57,5.5,8.3,100,9.7,223,21.6,18,1.7,2,0.2
27,Hispanic,2009,5 year June,988,618,62.6,579,58.6,93.7,79,8.0,12.8,500,50.6,80.9,39,3.9,6.3,115,11.6,235,23.8,11,1.1,9,0.9
27,Hispanic,2008,5 year June,1162,732,63.0,685,59.0,93.6,74,6.4,10.1,611,52.6,83.5,47,4.0,6.4,119,10.2,279,24.0,23,2.0,8,0.7
27,Hispanic,2007,5 year June,1169,752,64.3,581,49.7,77.3,78,6.7,10.4,503,43.0,66.9,171,14.6,22.7,69,5.9,291,24.9,33,2.8,24,2.1
27,Hispanic,2006,5 year June,1095,655,59.8,450,41.1,68.7,49,4.5,7.5,401,36.6,61.2,205,18.7,31.3,92,8.4,296,27.0,30,2.7,21,1.9
27,Hispanic,2005,5 year June,1083,573,52.9,289,26.7,50.4,29,2.7,5.1,260,24.0,45.4,284,26.2,49.6,82,7.6,360,33.2,26,2.4,40,3.7
27,Hispanic,2004,5 year June,967,499,51.6,273,28.2,54.7,42,4.3,8.4,231,23.9,46.3,226,23.4,45.3,121,12.5,269,27.8,24,2.5,54,5.6
27,Hispanic,2003,5 year June,891,462,51.9,188,21.1,40.7,30,3.4,6.5,158,17.7,34.2,274,30.8,59.3,114,12.8,280,31.4,25,2.8,10,1.1
27,Hispanic,2002,5 year June,844,456,54.0,194,23.0,42.5,35,4.1,7.7,159,18.8,34.9,262,31.0,57.5,110,13.0,230,27.3,30,3.6,16,1.9
27,Hispanic,2001,5 year June,817,412,50.4,152,18.6,36.9,25,3.1,6.1,127,15.5,30.8,262,32.1,63.6,105,12.9,257,31.5,36,4.4,5,0.6
27,Hispanic,2010,6 year June,1030,721,70.0,661,64.2,91.7,76,7.4,10.5,585,56.8,81.1,60,5.8,8.3,50,4.9,234,22.7,20,1.9,3,0.3
27,Hispanic,2009,6 year June,992,667,67.2,620,62.5,93.0,79,8.0,11.8,541,54.5,81.1,47,4.7,7.0,54,5.4,253,25.5,10,1.0,8,0.8
27,Hispanic,2008,6 year June,1163,783,67.3,729,62.7,93.1,74,6.4,9.5,655,56.3,83.7,54,4.6,6.9,52,4.5,293,25.2,25,2.1,9,0.8
27,Hispanic,2007,6 year June,1159,791,68.2,601,51.9,76.0,78,6.7,9.9,523,45.1,66.1,190,16.4,24.0,27,2.3,284,24.5,34,2.9,23,2.0
27,Hispanic,2006,6 year June,1085,690,63.6,467,43.0,67.7,49,4.5,7.1,418,38.5,60.6,223,20.6,32.3,26,2.4,316,29.1,31,2.9,20,1.8
27,Hispanic,2005,6 year June,1081,604,55.9,300,27.8,49.7,30,2.8,5.0,270,25.0,44.7,304,28.1,50.3,41,3.8,370,34.2,26,2.4,38,3.5
27,Hispanic,2004,6 year June,965,539,55.9,287,29.7,53.2,42,4.4,7.8,245,25.4,45.5,252,26.1,46.8,85,8.8,293,30.4,26,2.7,21,2.2
27,Hispanic,2003,6 year June,889,493,55.5,193,21.7,39.1,30,3.4,6.1,163,18.3,33.1,300,33.7,60.9,46,5.2,306,34.4,28,3.1,16,1.8
27,Hispanic,2002,6 year June,844,481,57.0,197,23.3,41.0,35,4.1,7.3,162,19.2,33.7,284,33.6,59.0,50,5.9,264,31.3,30,3.6,17,2.0
27,Hispanic,2001,6 year June,817,435,53.2,157,19.2,36.1,25,3.1,5.7,132,16.2,30.3,280,34.3,64.4,44,5.4,294,36.0,37,4.5,5,0.6
27,Multi-Racial,2012,4 year August,15,10,66.7,10,66.7,100.0,0,0.0,0.0,10,66.7,100.0,0,0.0,0.0,3,20.0,2,13.3,0,0.0,0,0.0
27,Multi-Racial,2011,4 year August,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2010,4 year August,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2009,4 year August,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2008,4 year August,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2007,4 year August,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2006,4 year August,28,15,53.6,12,42.9,80.0,0,0.0,0.0,12,42.9,80.0,3,10.7,20.0,2,7.1,10,35.7,0,0.0,0,0.0
27,Multi-Racial,2005,4 year August,47,24,51.1,16,34.0,66.7,1,2.1,4.2,15,31.9,62.5,8,17.0,33.3,11,23.4,12,25.5,0,0.0,0,0.0
27,Multi-Racial,2012,4 year June,15,10,66.7,10,66.7,100.0,0,0.0,0.0,10,66.7,100.0,0,0.0,0.0,3,20.0,2,13.3,0,0.0,0,0.0
27,Multi-Racial,2011,4 year June,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2010,4 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2009,4 year June,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2008,4 year June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2007,4 year June,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2006,4 year June,28,15,53.6,12,42.9,80.0,0,0.0,0.0,12,42.9,80.0,3,10.7,20.0,2,7.1,10,35.7,0,0.0,0,0.0
27,Multi-Racial,2005,4 year June,47,24,51.1,16,34.0,66.7,1,2.1,4.2,15,31.9,62.5,8,17.0,33.3,11,23.4,12,25.5,0,0.0,0,0.0
27,Multi-Racial,2004,4 year June,56,26,46.4,18,32.1,69.2,4,7.1,15.4,14,25.0,53.8,8,14.3,30.8,16,28.6,14,25.0,0,0.0,0,0.0
27,Multi-Racial,2003,4 year June,43,24,55.8,16,37.2,66.7,4,9.3,16.7,12,27.9,50.0,8,18.6,33.3,14,32.6,5,11.6,0,0.0,0,0.0
27,Multi-Racial,2002,4 year June,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2011,5 year August,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2010,5 year August,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2009,5 year August,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2008,5 year August,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2007,5 year August,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2006,5 year August,27,16,59.3,13,48.1,81.3,0,0.0,0.0,13,48.1,81.3,3,11.1,18.8,0,0.0,10,37.0,0,0.0,0,0.0
27,Multi-Racial,2011,5 year June,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2010,5 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2009,5 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2008,5 year June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2007,5 year June,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2006,5 year June,27,16,59.3,13,48.1,81.3,0,0.0,0.0,13,48.1,81.3,3,11.1,18.8,0,0.0,10,37.0,0,0.0,0,0.0
27,Multi-Racial,2005,5 year June,45,27,60.0,17,37.8,63.0,1,2.2,3.7,16,35.6,59.3,10,22.2,37.0,3,6.7,15,33.3,0,0.0,0,0.0
27,Multi-Racial,2004,5 year June,55,31,56.4,18,32.7,58.1,4,7.3,12.9,14,25.5,45.2,13,23.6,41.9,1,1.8,20,36.4,0,0.0,3,5.5
27,Multi-Racial,2003,5 year June,43,29,67.4,16,37.2,55.2,4,9.3,13.8,12,27.9,41.4,13,30.2,44.8,6,14.0,8,18.6,0,0.0,0,0.0
27,Multi-Racial,2002,5 year June,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2010,6 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2009,6 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2008,6 year June,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2007,6 year June,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Multi-Racial,2006,6 year June,24,13,54.2,9,37.5,69.2,0,0.0,0.0,9,37.5,69.2,4,16.7,30.8,0,0.0,10,41.7,0,0.0,0,0.0
27,Multi-Racial,2005,6 year June,43,27,62.8,17,39.5,63.0,1,2.3,3.7,16,37.2,59.3,10,23.3,37.0,2,4.7,14,32.6,0,0.0,0,0.0
27,Multi-Racial,2004,6 year June,55,31,56.4,18,32.7,58.1,4,7.3,12.9,14,25.5,45.2,13,23.6,41.9,2,3.6,21,38.2,0,0.0,1,1.8
27,Multi-Racial,2003,6 year June,43,31,72.1,18,41.9,58.1,4,9.3,12.9,14,32.6,45.2,13,30.2,41.9,1,2.3,11,25.6,0,0.0,0,0.0
27,Multi-Racial,2002,6 year June,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Native American,2012,4 year August,35,9,25.7,7,20.0,77.8,4,11.4,44.4,3,8.6,33.3,2,5.7,22.2,10,28.6,15,42.9,1,2.9,0,0.0
27,Native American,2011,4 year August,45,26,57.8,25,55.6,96.2,5,11.1,19.2,20,44.4,76.9,1,2.2,3.8,9,20.0,9,20.0,0,0.0,0,0.0
27,Native American,2010,4 year August,68,33,48.5,33,48.5,100.0,5,7.4,15.2,28,41.2,84.8,0,0.0,0.0,18,26.5,16,23.5,0,0.0,0,0.0
27,Native American,2009,4 year August,67,38,56.7,36,53.7,94.7,4,6.0,10.5,32,47.8,84.2,2,3.0,5.3,15,22.4,14,20.9,0,0.0,0,0.0
27,Native American,2008,4 year August,56,28,50.0,23,41.1,82.1,3,5.4,10.7,20,35.7,71.4,5,8.9,17.9,22,39.3,5,8.9,1,1.8,0,0.0
27,Native American,2007,4 year August,26,14,53.8,11,42.3,78.6,5,19.2,35.7,6,23.1,42.9,3,11.5,21.4,8,30.8,4,15.4,0,0.0,0,0.0
27,Native American,2006,4 year August,13,7,53.8,3,23.1,42.9,1,7.7,14.3,2,15.4,28.6,4,30.8,57.1,3,23.1,3,23.1,0,0.0,0,0.0
27,Native American,2005,4 year August,17,3,17.6,3,17.6,100.0,1,5.9,33.3,2,11.8,66.7,0,0.0,0.0,7,41.2,5,29.4,1,5.9,1,5.9
27,Native American,2012,4 year June,35,8,22.9,7,20.0,87.5,4,11.4,50.0,3,8.6,37.5,1,2.9,12.5,11,31.4,15,42.9,1,2.9,0,0.0
27,Native American,2011,4 year June,45,25,55.6,24,53.3,96.0,5,11.1,20.0,19,42.2,76.0,1,2.2,4.0,10,22.2,9,20.0,0,0.0,0,0.0
27,Native American,2010,4 year June,68,29,42.6,29,42.6,100.0,5,7.4,17.2,24,35.3,82.8,0,0.0,0.0,22,32.4,16,23.5,0,0.0,0,0.0
27,Native American,2009,4 year June,67,35,52.2,33,49.3,94.3,4,6.0,11.4,29,43.3,82.9,2,3.0,5.7,18,26.9,14,20.9,0,0.0,0,0.0
27,Native American,2008,4 year June,56,27,48.2,22,39.3,81.5,2,3.6,7.4,20,35.7,74.1,5,8.9,18.5,23,41.1,5,8.9,1,1.8,0,0.0
27,Native American,2007,4 year June,26,14,53.8,11,42.3,78.6,5,19.2,35.7,6,23.1,42.9,3,11.5,21.4,8,30.8,4,15.4,0,0.0,0,0.0
27,Native American,2006,4 year June,13,7,53.8,3,23.1,42.9,1,7.7,14.3,2,15.4,28.6,4,30.8,57.1,3,23.1,3,23.1,0,0.0,0,0.0
27,Native American,2005,4 year June,17,3,17.6,3,17.6,100.0,1,5.9,33.3,2,11.8,66.7,0,0.0,0.0,7,41.2,5,29.4,1,5.9,1,5.9
27,Native American,2004,4 year June,15,6,40.0,3,20.0,50.0,0,0.0,0.0,3,20.0,50.0,3,20.0,50.0,5,33.3,3,20.0,0,0.0,1,6.7
27,Native American,2003,4 year June,13,6,46.2,4,30.8,66.7,0,0.0,0.0,4,30.8,66.7,2,15.4,33.3,5,38.5,2,15.4,0,0.0,0,0.0
27,Native American,2002,4 year June,16,7,43.8,4,25.0,57.1,1,6.3,14.3,3,18.8,42.9,3,18.8,42.9,4,25.0,3,18.8,1,6.3,1,6.3
27,Native American,2001,4 year June,9,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Native American,2011,5 year August,47,28,59.6,27,57.4,96.4,5,10.6,17.9,22,46.8,78.6,1,2.1,3.6,7,14.9,10,21.3,1,2.1,0,0.0
27,Native American,2010,5 year August,64,36,56.3,36,56.3,100.0,5,7.8,13.9,31,48.4,86.1,0,0.0,0.0,7,10.9,19,29.7,0,0.0,0,0.0
27,Native American,2009,5 year August,66,40,60.6,38,57.6,95.0,4,6.1,10.0,34,51.5,85.0,2,3.0,5.0,6,9.1,17,25.8,3,4.5,0,0.0
27,Native American,2008,5 year August,57,31,54.4,26,45.6,83.9,3,5.3,9.7,23,40.4,74.2,5,8.8,16.1,9,15.8,12,21.1,5,8.8,0,0.0
27,Native American,2007,5 year August,27,17,63.0,11,40.7,64.7,5,18.5,29.4,6,22.2,35.3,6,22.2,35.3,1,3.7,8,29.6,1,3.7,0,0.0
27,Native American,2006,5 year August,19,9,47.4,3,15.8,33.3,1,5.3,11.1,2,10.5,22.2,6,31.6,66.7,4,21.1,5,26.3,1,5.3,0,0.0
27,Native American,2011,5 year June,47,28,59.6,27,57.4,96.4,5,10.6,17.9,22,46.8,78.6,1,2.1,3.6,7,14.9,10,21.3,1,2.1,0,0.0
27,Native American,2010,5 year June,64,35,54.7,35,54.7,100.0,5,7.8,14.3,30,46.9,85.7,0,0.0,0.0,8,12.5,19,29.7,0,0.0,0,0.0
27,Native American,2009,5 year June,66,40,60.6,38,57.6,95.0,4,6.1,10.0,34,51.5,85.0,2,3.0,5.0,6,9.1,17,25.8,3,4.5,0,0.0
27,Native American,2008,5 year June,57,31,54.4,26,45.6,83.9,3,5.3,9.7,23,40.4,74.2,5,8.8,16.1,9,15.8,12,21.1,5,8.8,0,0.0
27,Native American,2007,5 year June,27,17,63.0,11,40.7,64.7,5,18.5,29.4,6,22.2,35.3,6,22.2,35.3,1,3.7,8,29.6,1,3.7,0,0.0
27,Native American,2006,5 year June,19,9,47.4,3,15.8,33.3,1,5.3,11.1,2,10.5,22.2,6,31.6,66.7,4,21.1,5,26.3,1,5.3,0,0.0
27,Native American,2005,5 year June,16,4,25.0,3,18.8,75.0,1,6.3,25.0,2,12.5,50.0,1,6.3,25.0,2,12.5,7,43.8,2,12.5,1,6.3
27,Native American,2004,5 year June,15,7,46.7,3,20.0,42.9,0,0.0,0.0,3,20.0,42.9,4,26.7,57.1,3,20.0,4,26.7,0,0.0,1,6.7
27,Native American,2003,5 year June,13,8,61.5,6,46.2,75.0,0,0.0,0.0,6,46.2,75.0,2,15.4,25.0,2,15.4,3,23.1,0,0.0,0,0.0
27,Native American,2002,5 year June,16,7,43.8,4,25.0,57.1,1,6.3,14.3,3,18.8,42.9,3,18.8,42.9,2,12.5,4,25.0,2,12.5,1,6.3
27,Native American,2001,5 year June,9,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,Native American,2010,6 year June,63,36,57.1,36,57.1,100.0,5,7.9,13.9,31,49.2,86.1,0,0.0,0.0,3,4.8,22,34.9,0,0.0,0,0.0
27,Native American,2009,6 year June,65,41,63.1,39,60.0,95.1,4,6.2,9.8,35,53.8,85.4,2,3.1,4.9,4,6.2,17,26.2,3,4.6,0,0.0
27,Native American,2008,6 year June,56,31,55.4,26,46.4,83.9,3,5.4,9.7,23,41.1,74.2,5,8.9,16.1,3,5.4,14,25.0,8,14.3,0,0.0
27,Native American,2007,6 year June,27,17,63.0,11,40.7,64.7,5,18.5,29.4,6,22.2,35.3,6,22.2,35.3,0,0.0,9,33.3,1,3.7,0,0.0
27,Native American,2006,6 year June,17,10,58.8,4,23.5,40.0,1,5.9,10.0,3,17.6,30.0,6,35.3,60.0,1,5.9,5,29.4,1,5.9,0,0.0
27,Native American,2005,6 year June,15,5,33.3,4,26.7,80.0,1,6.7,20.0,3,20.0,60.0,1,6.7,20.0,0,0.0,7,46.7,2,13.3,1,6.7
27,Native American,2004,6 year June,16,8,50.0,4,25.0,50.0,0,0.0,0.0,4,25.0,50.0,4,25.0,50.0,1,6.3,6,37.5,0,0.0,1,6.3
27,Native American,2003,6 year June,13,8,61.5,6,46.2,75.0,0,0.0,0.0,6,46.2,75.0,2,15.4,25.0,0,0.0,5,38.5,0,0.0,0,0.0
27,Native American,2002,6 year June,16,8,50.0,4,25.0,50.0,1,6.3,12.5,3,18.8,37.5,4,25.0,50.0,1,6.3,4,25.0,2,12.5,1,6.3
27,Native American,2001,6 year June,9,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27,White,2012,4 year August,221,155,70.1,141,63.8,91.0,56,25.3,36.1,85,38.5,54.8,14,6.3,9.0,35,15.8,26,11.8,4,1.8,1,0.5
27,White,2011,4 year August,197,135,68.5,126,64.0,93.3,56,28.4,41.5,70,35.5,51.9,9,4.6,6.7,30,15.2,26,13.2,5,2.5,1,0.5
27,White,2010,4 year August,209,153,73.2,144,68.9,94.1,54,25.8,35.3,90,43.1,58.8,9,4.3,5.9,29,13.9,22,10.5,4,1.9,1,0.5
27,White,2009,4 year August,239,175,73.2,164,68.6,93.7,68,28.5,38.9,96,40.2,54.9,11,4.6,6.3,34,14.2,29,12.1,1,0.4,0,0.0
27,White,2008,4 year August,251,170,67.7,162,64.5,95.3,50,19.9,29.4,112,44.6,65.9,8,3.2,4.7,43,17.1,31,12.4,6,2.4,1,0.4
27,White,2007,4 year August,208,141,67.8,130,62.5,92.2,55,26.4,39.0,75,36.1,53.2,11,5.3,7.8,40,19.2,16,7.7,3,1.4,7,3.4
27,White,2006,4 year August,178,91,51.1,68,38.2,74.7,8,4.5,8.8,60,33.7,65.9,23,12.9,25.3,39,21.9,39,21.9,3,1.7,6,3.4
27,White,2005,4 year August,169,89,52.7,60,35.5,67.4,6,3.6,6.7,54,32.0,60.7,29,17.2,32.6,30,17.8,31,18.3,6,3.6,13,7.7
27,White,2012,4 year June,221,151,68.3,140,63.3,92.7,56,25.3,37.1,84,38.0,55.6,11,5.0,7.3,39,17.6,26,11.8,4,1.8,1,0.5
27,White,2011,4 year June,197,132,67.0,123,62.4,93.2,55,27.9,41.7,68,34.5,51.5,9,4.6,6.8,33,16.8,26,13.2,5,2.5,1,0.5
27,White,2010,4 year June,209,146,69.9,140,67.0,95.9,54,25.8,37.0,86,41.1,58.9,6,2.9,4.1,36,17.2,22,10.5,4,1.9,1,0.5
27,White,2009,4 year June,239,167,69.9,157,65.7,94.0,68,28.5,40.7,89,37.2,53.3,10,4.2,6.0,42,17.6,29,12.1,1,0.4,0,0.0
27,White,2008,4 year June,251,167,66.5,159,63.3,95.2,50,19.9,29.9,109,43.4,65.3,8,3.2,4.8,46,18.3,31,12.4,6,2.4,1,0.4
27,White,2007,4 year June,208,133,63.9,123,59.1,92.5,55,26.4,41.4,68,32.7,51.1,10,4.8,7.5,48,23.1,16,7.7,3,1.4,7,3.4
27,White,2006,4 year June,178,89,50.0,68,38.2,76.4,8,4.5,9.0,60,33.7,67.4,21,11.8,23.6,41,23.0,39,21.9,3,1.7,6,3.4
27,White,2005,4 year June,169,85,50.3,59,34.9,69.4,6,3.6,7.1,53,31.4,62.4,26,15.4,30.6,34,20.1,31,18.3,6,3.6,13,7.7
27,White,2004,4 year June,201,80,39.8,56,27.9,70.0,6,3.0,7.5,50,24.9,62.5,24,11.9,30.0,73,36.3,43,21.4,5,2.5,0,0.0
27,White,2003,4 year June,225,102,45.3,39,17.3,38.2,10,4.4,9.8,29,12.9,28.4,63,28.0,61.8,63,28.0,52,23.1,3,1.3,5,2.2
27,White,2002,4 year June,208,78,37.5,35,16.8,44.9,8,3.8,10.3,27,13.0,34.6,43,20.7,55.1,73,35.1,47,22.6,2,1.0,7,3.4
27,White,2001,4 year June,254,101,39.8,56,22.0,55.4,17,6.7,16.8,39,15.4,38.6,45,17.7,44.6,96,37.8,41,16.1,12,4.7,4,1.6
27,White,2011,5 year August,199,142,71.4,131,65.8,92.3,56,28.1,39.4,75,37.7,52.8,11,5.5,7.7,15,7.5,35,17.6,6,3.0,1,0.5
27,White,2010,5 year August,208,162,77.9,151,72.6,93.2,54,26.0,33.3,97,46.6,59.9,11,5.3,6.8,15,7.2,26,12.5,4,1.9,1,0.5
